,mean_distance_noisy_all,mean_distance_denoised_all,mean_distance_aug_denoised_all,std_distance_noisy_all,std_distance_denoised_all,std_distance_aug_denoised_all
0,1.4208257334965664,0.5552115509979831,0.5147195507652795,0.014755160269643448,0.011769945425364381,0.010587609090718715
1,1.7640395704112573,0.9655818540921313,0.7827512521694908,0.009295675793086081,0.01779254016194555,0.008356812722471626
2,1.8523110213855702,1.0406843621773316,0.8762849943764722,0.0069223373202117406,0.005550190194043123,0.01201543636573477
3,1.8924579284822178,1.0493482732262942,0.9645297249591125,0.007745053519272367,0.003582153607766245,0.023914817944493356
4,1.916128046946173,1.0527462240190093,1.0015318104261046,0.006221681760923265,0.002069893385599828,0.012277637384386796
5,1.93040907600584,1.0539681423968246,1.0113500485391227,0.006514886680213606,0.00240490310758962,0.007598271318528752
6,1.9419269378141768,1.0550647675749798,1.0146951604643768,0.006231657190554932,0.0021106550600292462,0.004178883485210098
7,1.9497483038502117,1.0552116586818234,1.01559299084536,0.005756087358237888,0.001944970606952186,0.0034194883746013604
8,1.9546803899069567,1.056324633839433,1.01595116942603,0.0069625326984432195,0.0018995805008107057,0.0023397421952523114
9,1.9607390789501713,1.056385291487454,1.0162924201392902,0.0071629857463091934,0.00204634335695366,0.0023468641446837994
